matchId,participants,gameDuration,gameMode,gameVersion,red_number_pings,red_assists,red_deaths,red_wards_placed,red_wards_killes,red_gold_earned,red_inhibitor_takedowns,red_inhibitor_lost,red_total_minions_killed,red_total_time_CC_dealt,red_vision_score,red_win,red_first_baron,red_first_blood,red_first_dragon,red_first_inhibitor,red_first_riftHerald,red_first_tower,red_champion,red_summoner_spell,red_bans,blue_number_pings,blue_assists,blue_deaths,blue_wards_placed,blue_wards_killes,blue_gold_earned,blue_inhibitor_takedowns,blue_inhibitor_lost,blue_total_minions_killed,blue_total_time_CC_dealt,blue_vision_score,blue_win,blue_first_baron,blue_first_blood,blue_first_dragon,blue_first_inhibitor,blue_first_riftHerald,blue_first_tower,blue_champion,blue_summoner_spell,blue_bans,red_baron_kills,blue_baron_kills
NA1_4926209977,"['xf6-oQyBZ7LdHPMoMgVHIWTS8pJx4qKMf7TkRkVMJN4Zz96JWFk91gJPJ4lconqbbGrzhtc8o4a9WQ', 'G2dvQU-VJAJEoM4ALUEABPglXOWeIcOBN8x8BDFmsRLnMIRos7l_0ma6FiGSZGVASvShe4dNVexyqA', 'zqz21xg0VbsaP4KMr-CDQ7-L6kgIuJTHHqx1QcpmVoYqgUO2cC1XcIzSzGXMniqj9sVk2mbw_4j2SA', 'DnWjC_8Yr7iyWkdZ72jc1WhPr7Eie8EtsYF_sHVvo--oByQS3ob0-MvKXlUyCmGTiNFTGUGp4Wc30A', 'TjMm69--cNCQ2CBXQBIwAy_rzJgGP3vMqKho3kMB1vkpXV6DemTVxYMA4yvKQPJcXA8rc8X-qGgQEg', 'SvGoqttoxgnkpDxsDvSIQ63lNzqahRsLs1VjchWQhbKgTIhmqVTluvtaGVMz6lVkKozwWGevmptYhQ', 'XTcXTzzIGt2R_DTfwmWp2aphPKggT4LoKb2L5nnaHsygqe7wZQRgxmEOby-0ckIAFueL67XKtGhycw', 'Llmz_M6Pt_zHk0z5xD9mWeGerypMFlLbw7B9hjTU-oiiB8zx8tSo38J6P1YHLHAoSJ2fMj371NMZyw', 'ZuTEsHtbRTjp3MvqUVhAi6jcwIKmaDX9jUk3PuXX5fRshIAwTfqhyp_23R3cFuEwiLgwiNRx0SEIXA', 'd6qiw5hTGPfgaklU3un4eB0IAzg6POFmHC7gU9XKa3NjOXKwg1_wKbhX9sM1Vtxs5YrrSoRdn4QHjw']",1438,CLASSIC,14.3.558.8314,90,40,14,49,17,53314,1,0,623,1813,112,1,0,1,0,1,1,1,"[[15, 'KSante', 1054, 6662, 6664, 3111, 1031, 1057, 3363, 17, 'TOP'], [14, 'Ekko', 1058, 3152, 3020, 0, 4646, 1082, 3364, 18, 'JUNGLE'], [14, 'Kaisa', 3042, 6655, 3020, 1082, 1055, 1052, 3340, 19, 'MIDDLE'], [11, 'Draven', 3031, 3006, 1055, 3072, 6676, 0, 3363, 17, 'BOTTOM'], [11, 'Janna', 3870, 3114, 2055, 6617, 4005, 3158, 3364, 21, 'BOTTOM']]","[[5, 6, 2, 12], [12, 11, 3, 4], [2, 4, 4, 12], [3, 4, 5, 1], [6, 14, 4, 4]]","[157, 203, 233, 8, 141]",139,18,25,58,9,40413,0,1,526,739,121,0,0,0,1,0,0,0,"[[14, 'Ahri', 1056, 3118, 3158, 2065, 1082, 0, 3363, 15, 'TOP'], [12, 'Nocturne', 6692, 2055, 3073, 3047, 1055, 1036, 3363, 21, 'JUNGLE'], [13, 'Nilah', 6676, 3042, 1018, 1055, 1036, 1001, 3363, 17, 'MIDDLE'], [11, 'Senna', 1055, 3153, 3047, 2031, 3035, 1018, 3363, 13, 'BOTTOM'], [11, 'Brand', 6653, 1011, 3871, 0, 3020, 0, 3364, 24, 'BOTTOM']]","[[3, 4, 3, 12], [13, 11, 2, 4], [3, 12, 2, 4], [5, 3, 3, 4], [5, 14, 4, 4]]","[-1, 84, 901, 876, 43]",0,0
NA1_4934365398,"['GMMzBSKfp0r901klGr1jr2BrqH_lQQpQhWQQRKucPJdbTGCRcg_Gwm2OcebYXbWdTTgT2SsUcFJ6uw', '3ed7nzgv3acweo27PQT2pKEN3hTabfz-JczXy37ZqB9nH95G1fLS8B55W58_BF0wCqYZwMSbe2YjqA', 'zCwySpYTqXhoe9CB6gAYEJpjld6L-NxpjEYTZx53WQt_yYBc1EX947bjAVheMYcbhB2HST6UcOGaMA', 'Y6nX4QeoAE0NG1gVz3o25XfW00MQSoR_zMQOOatU4xL4ZwiPF49pbw6spFYG0tdh8CHWC0QFtUfTXg', 'ff6VD63jqMbrTqPIV304pcwllxhhDwqDtPTKvOOtJXvGjqobEpWOvpds62B28htwwi5dqRDYPBbxdQ', 'x2Clkq6svgA9Ac7T8jXoYcE5t4eE1z8DTc2ryWCC7ZHyGT4VCTG_c_TYd-7qtwnRn8W4efNT6Hz5Qw', 'zEADkAqUvjzms312iwxFcDPcEZFQ74uhu8ZV-twYbvFJGGX7y20gxAYMBWEOwJI-QA-ga1ac0ZI1oA', 'DIA8cvzRNVNtS_XRbZgDMKLeuf1_r68aVni7eXfOAj3uEHikZmI7VUyAOKPQxzOXOXH0RJwaY8Y0dQ', 'iWeZw62-5vEKsJuE651TO4LwL9M3KQhCfZpkQslND8gZMgJIjYtJJpdrUo5ZD82uhINMAqJprQRJ0A', 'igxjD2iDDA06NORmmPdV5E0Qa7A1L5gmq-VsaT3Co0lDrBdCSpsHZy8wDGoJndyRw2V7EICQH8Kafw']",1449,CLASSIC,14.4.562.8237,181,43,13,73,24,51783,1,0,528,2189,164,1,1,1,1,1,0,1,"[[15, 'TwistedFate', 3091, 3087, 3094, 1055, 6670, 3006, 3364, 19, 'JUNGLE'], [14, 'Udyr', 3110, 6653, 1028, 1031, 1033, 3009, 3340, 14, 'JUNGLE'], [13, 'Azir', 1056, 3115, 2421, 3111, 0, 0, 3363, 15, 'MIDDLE'], [12, 'Smolder', 1055, 3508, 3161, 3158, 3094, 1036, 3363, 23, 'BOTTOM'], [11, 'Rakan', 3876, 3190, 0, 3158, 1028, 3050, 3364, 19, 'BOTTOM']]","[[4, 6, 4, 4], [13, 11, 5, 6], [3, 12, 2, 4], [4, 6, 2, 4], [5, 14, 10, 4]]","[23, 164, 245, 24, 200]",162,21,26,59,12,39642,0,1,526,1460,110,0,0,0,0,0,1,0,"[[13, 'Malphite', 6655, 1082, 4646, 0, 3020, 1056, 3363, 20, 'TOP'], [12, 'Graves', 6701, 3035, 6676, 0, 0, 3111, 3364, 19, 'JUNGLE'], [12, 'Karma', 1056, 3118, 3158, 4629, 0, 0, 3363, 16, 'MIDDLE'], [13, 'Caitlyn', 3095, 3031, 0, 1055, 3006, 0, 3363, 14, 'BOTTOM'], [10, 'Lux', 3871, 4646, 1052, 3020, 0, 0, 3364, 17, 'BOTTOM']]","[[4, 4, 3, 12], [3, 4, 10, 11], [3, 4, 3, 12], [3, 1, 2, 4], [2, 14, 3, 4]]","[119, 166, 200, -1, 24]",0,0
NA1_4918580709,"['MnsQlXYnB2N9Neuz02yw6tGD0Yngj6Gb7D8zT1GXnhEYkXRnh6Ec0EcSwHmv2NBiMnRSqq-Abr5ukg', 'OOuPA4R8cuQJOkUW6XscbHwqp52Hnup1XURpbN_d3LZkhxUV_L5U60ym052YRw9WattNjQ7N3gqXmw', 'jj-ireF15nly9IjcqKV5ZP3iWiP1SN4CkRaVUPSMql9b6kk1Ws0Mo4T6uQtH2eIpIDcayvY-eQov9g', 'ZLN3qYv4jE07kB5w2vShsog7u6bcaVXQ37rp-QgH5OrU4tXXOPPDijltg6rChovNLSi7Qg8H036l9Q', 'bnDtre7mHvOf0P4z7OV8YKITNmHujF2sGMZFRFT__cSefjGfN8-SWdmbE8EdwW4Q0CpiJDLcFQ2fVw', 'XmnSjummwbgSjsWYs_dmF2ZKZyNNm7n55w6WxyE2W9gn6ldcAOXnMwDBv4tZUkLSnOJihgWJOS3Cfg', 'NrRdmw6nVfJ1MYjbU1H_1JeSzgUo1cCI-6YXyux25AZU841oR44j5c-kLLjCCbuq2AgHQlFu_sLkLQ', 'K7K5FEV310L75PE47NejIlR5gK3_gQUUBxRelR5JffnBap1A3UcZ89KrzKLBD8jaMTki7rc3OoByQw', 'PQ2JobgpQx6NTZmzT5__mSQgIrHIVMT0B9tHwZQHlKJksKNS1pl_JuS13am-n3wfnqdevc8vVIFGLA', 'LANbNQj90YC3ra4mbNxwnIa1b3KmMGFKx-F_J7XxlMLyFbg80VBvlLwFZwjgtaQ2D7KA1PpSOpkq1A']",1417,CLASSIC,14.3.558.8314,104,7,28,57,7,37227,0,3,532,461,95,0,0,1,0,0,0,0,"[[14, 'Urgot', 3071, 3181, 0, 3047, 0, 0, 3363, 18, 'TOP'], [13, 'Karthus', 6653, 3157, 3020, 0, 0, 0, 3340, 15, 'JUNGLE'], [11, 'Diana', 1056, 2031, 0, 3020, 4646, 1082, 3340, 16, 'TOP'], [12, 'Jhin', 3142, 6676, 1036, 3009, 1036, 0, 3363, 20, 'BOTTOM'], [10, 'Alistar', 3047, 3876, 3082, 0, 0, 3050, 3364, 19, 'BOTTOM']]","[[5, 14, 4, 4], [15, 11, 4, 3], [2, 4, 4, 14], [5, 6, 3, 4], [3, 14, 4, 4]]","[26, 7, 432, 235, 39]",196,34,10,62,14,55000,3,0,624,1278,120,1,1,0,1,1,1,1,"[[16, 'Tryndamere', 1043, 3006, 6631, 6672, 1037, 1054, 3364, 21, 'TOP'], [14, 'Graves', 6676, 3142, 3111, 3156, 0, 0, 3340, 26, 'JUNGLE'], [15, 'Sylas', 3020, 3152, 3157, 3100, 3041, 0, 3340, 15, 'TOP'], [13, 'Vayne', 1055, 3153, 3006, 3124, 1042, 0, 3363, 15, 'BOTTOM'], [11, 'Blitzcrank', 3869, 3117, 3190, 3050, 1082, 2055, 3364, 23, 'JUNGLE']]","[[4, 4, 5, 6], [2, 4, 15, 11], [2, 12, 3, 4], [2, 4, 3, 6], [6, 14, 7, 4]]","[119, 81, 107, 901, 54]",0,0
NA1_4932651957,"['A9VlAe3UN86rtTT0k0hwQDnJ8Dmo3OOGlejPu1uqC5TJXcSacQjay2RG2EqAkNx-syMziHpFyOEtdg', 'VZpeZK6C2EZgEN09x3g4UgzdoQW1TjfsiYceAT2ELGtTd8lvzzguYvQJCwzIiey85svmbX1F38x5MA', 'f8h-Blym_OqzdcbNRnOc3RHtgExpZK9fbA1_jJjYyHtJdvE6XKfgWvGIwOKf2lvxf51YPzys4pDA3A', 'oV70SF31GlZkcMhIS2Ysh4HvD_ywR35rBwk8AyRr2HU4vjq_HBLdIEP6gvYAdoRJ5AYegL6tUcOBew', 'EJThJshyi4ocfk6aNZOmtGpdSJsaPbUj4iV9uR3S3IAc4ZISqgiAhmukgveSGpu6Uf3rg62KdkUDZA', 'IpnC2Heh6Xkim5dnkfPQx6vDvlCrbyoB-1ugsosBWeGwmIEjWvHfwhDwrzp8biVUnXC7w_9eilblsA', '9P4cuzvu8aP7XmIXSRGislIxnRx2PzYSAKsjMa3qvXbn7Y9Mf5XcoayqDSRarxEx1ubU499ouWkTjQ', 's4XjxzZm08QTozCfSgvRImpIqhmoBSBcC32Io3hkdyuMPMktmW_aXV0lkzEDZJU21OdazNlaecD9-Q', '5Mo7r5b5UuHNBLZst2gbY5LQucU6ul4HExBD19JImUxUiHkOs42Ls5xy-odg-2T76AQV6XE1rJiSkg', 'CKgOD5J7pcAL_w1xRBfqx312DpUmhbvURsZqSlRAjzvq1pakqCG9-UnrfAt6vU0o2JHNI5jvZXuIjw']",1791,CLASSIC,14.4.562.1960,197,54,34,75,15,69011,1,0,735,2192,176,1,1,0,0,1,0,0,"[[16, 'Swain', 1058, 3116, 1082, 3047, 6653, 8020, 3363, 22, 'MIDDLE'], [17, 'Ezreal', 3161, 3071, 0, 3078, 3158, 3153, 3364, 22, 'JUNGLE'], [15, 'Jayce', 1037, 6701, 3009, 3142, 6692, 3035, 3363, 25, 'JUNGLE'], [17, 'Hwei', 6653, 3158, 3040, 4630, 4629, 3089, 3363, 23, 'BOTTOM'], [14, 'Shaco', 3877, 6694, 6699, 3009, 3814, 1036, 3364, 28, 'MIDDLE']]","[[4, 4, 6, 6], [16, 11, 4, 4], [4, 4, 4, 12], [5, 4, 4, 12], [5, 3, 7, 14]]","[54, 141, 4, 200, 107]",199,40,41,74,16,62715,0,1,697,2395,146,0,0,1,1,0,0,1,"[[17, 'Gangplank', 6701, 3508, 6676, 6675, 3009, 1018, 3363, 19, 'TOP'], [15, 'Volibear', 3742, 3158, 6662, 3075, 1082, 1057, 3364, 23, 'JUNGLE'], [16, 'Ahri', 3089, 4645, 1058, 1082, 3020, 3100, 3364, 23, 'MIDDLE'], [14, 'Kalista', 3153, 3091, 1055, 3006, 1043, 1052, 3363, 22, 'BOTTOM'], [13, 'Zyra', 3020, 6653, 2055, 3871, 3165, 4630, 3364, 26, 'BOTTOM']]","[[5, 12, 3, 4], [5, 4, 18, 11], [3, 4, 3, 12], [6, 7, 4, 4], [4, 14, 3, 4]]","[200, 119, 57, 266, 235]",1,0
NA1_4912871590,"['3prh9JdrY3mNXomrOucHppZ0Lfm0a2FutC4qbllGZJyh6IGX89jA-Arvyu3qHNsTT1Q4xRPlPk5bMw', 'c7a4qSe-2t4yP-UP51kM91gbufmZy3E2nwpN9pgphFp5hY2YYYYTC3q66wS-bmaNfdrViIDTDxLRXw', 'FtP1rYdicb_H40Or1j9mXI8b9iX_3_fukpAjuafBDCy0qGFVS9dyaEXLrs_hCTrZWPmZaUMrfZ5TAA', 'w-wbRyJNQQmNX0PMo9Gki6jOjVYuhs0OpQADwdcXHg7b9XkFmymFyG826XufA4jduNEq4zukIoQuTA', 'Zcn5y2Fp7BqrCDv2yoYl9ygGJ0BeRg62ipKD-qmmYXYTDSZ67iZGtrHx0GcpAQHURYRWVwip8ymLpQ', 'cB365d0BgzA9sgFHW0qunK6Hkcaholm6aLo--63VfkISFPpRbnh8eBOPGk65fhD2L3M0dxh7xBsCXw', 'OngKwY_aShlAbv-hZrIKdRbnsLx2RK-Qleeq6AUArqvcj8R3Fa3r0hBbTXcOuW1LS4pmHxjnt3H04Q', 'QNbLzZGZnOSiZKOe3_aKX0SteVFpmSSApE1qUjqloxq00lscpDWUydb02r_rFOaUJtwaca3rd-22rg', '3ZGCMCe2uA4_qDEascnJ4U6XflP4Ts1CuoQWJWlOAEB0kAVoLaw-mynnaJeg1zjHxhPsKJkVWuuy-Q', 'wMB3c8p0ILpN0mp2qKPGzU6vxg2wePwmpEykEMOMdF_ifo3QyyF95zHzuvt1QXqvUfMd1gcdMbwIdw']",1280,CLASSIC,14.2.556.3141,108,40,11,44,12,49518,2,0,546,1079,95,1,0,1,0,1,1,1,"[[13, 'Ornn', 7026, 0, 4401, 6660, 3111, 0, 3363, 18, 'MIDDLE'], [14, 'Lillia', 3158, 3157, 2055, 1082, 4633, 6653, 3364, 13, 'JUNGLE'], [14, 'Tristana', 1055, 2031, 6675, 1053, 6672, 3006, 3364, 14, 'MIDDLE'], [12, 'Zeri', 3073, 3085, 3006, 1055, 1036, 1028, 3363, 26, 'BOTTOM'], [10, 'Janna', 3870, 6617, 3009, 1082, 3114, 3067, 3364, 19, 'BOTTOM']]","[[4, 12, 3, 4], [4, 4, 16, 11], [3, 4, 3, 12], [3, 4, 5, 6], [3, 4, 4, 7]]","[57, 28, 157, -1, 897]",58,16,29,61,9,34899,0,2,474,2505,99,0,0,0,1,0,0,0,"[[13, 'Udyr', 1056, 6664, 3110, 3111, 0, 0, 3340, 15, 'TOP'], [11, 'Brand', 3158, 1082, 6653, 3145, 1101, 0, 3364, 11, 'JUNGLE'], [12, 'Jayce', 1055, 3070, 3142, 1036, 3158, 3133, 3340, 14, 'MIDDLE'], [11, 'Xayah', 3006, 1036, 0, 6672, 1036, 1055, 3363, 20, 'BOTTOM'], [9, 'Rakan', 1057, 3190, 3876, 0, 3211, 3158, 3364, 18, 'BOTTOM']]","[[4, 6, 4, 12], [10, 11, 3, 4], [3, 12, 3, 4], [3, 4, 2, 1], [14, 4, 7, 14]]","[122, 107, 53, 119, 105]",0,0
NA1_4929026472,"['WFeo1s4Mo3802V5J3V9WcVfMWqxlPbjGUC-JgGYl7BgyeUzYB3uwTYZQ_6b7NvYSZe7_8WOIOMbEdQ', '5v7L43DWTy9DxqsBk5DHRxc4KhN50-gNa_8cP_C5KIQ-lHgWqlqt-GQjXGdGCsTxbm2cBRswI_GaYQ', 'BtWUabv38fHkVxMudSWF-gybEBmtruwc2v1xtN6sUVGw46WumWWGfqCCSjKRwE1DvSCz4OzP9XRpsA', '-HG9h4H1yb0JFbQCfRajN92ZU_D-GS-WhW9Ly1hFbidnxKliSRYtsR9Y00ClxrVDFdUNKhjKJG1tHg', 'yCl5bYOuuOy2plWgunue4FnwnJVfPC_lbOmarEeUvbaDhOrLUkWFd8YVII1yp9Xqa3q5pClZIBgajQ', '-ha-v06XaIT8c-DoUQveluWQTpwikin3BfIw5ZYn2PpGi6T9Wndqa3Vh4VrmsLvEVji7vtCApD-Jjw', 'E3ga_l68yI3bL1dL2RGZl7tQGy55ZZOIxqF37mwqGIZ-pDZ8rJWKngO6eqCtNxJ4oGrX4bgrX_Q1GA', 'Llmz_M6Pt_zHk0z5xD9mWeGerypMFlLbw7B9hjTU-oiiB8zx8tSo38J6P1YHLHAoSJ2fMj371NMZyw', 'KM9G-OKUZymTmYUzZCA8vKnkxSahDsKrnScl0ewhiE6sZYJn8qNlmsMzR2_IcP9r5bf8_p5YZ3kW1g', 'TA1n7oMoa1p0B4jnfJw3FslzP6xdjZB_WeuM-3FXGDiXVEyRb_IpOMKe2ivVFOOfPs7K2X3JYvcwRg']",1398,CLASSIC,14.3.558.8314,122,24,27,59,15,42629,0,1,540,1309,124,0,0,1,0,0,0,0,"[[14, 'Gragas', 1056, 6657, 3158, 4629, 0, 0, 3340, 21, 'JUNGLE'], [12, 'Rammus', 6665, 2031, 3075, 3047, 3082, 1028, 3364, 17, 'JUNGLE'], [14, 'Zed', 3134, 6692, 3158, 2031, 6699, 1036, 3364, 23, 'MIDDLE'], [11, 'Smolder', 1056, 2031, 3161, 3158, 4633, 0, 3363, 16, 'BOTTOM'], [11, 'Braum', 3111, 3876, 3190, 1031, 2055, 3067, 3364, 25, 'BOTTOM']]","[[4, 4, 3, 12], [3, 4, 13, 11], [5, 14, 3, 12], [3, 4, 5, 6], [4, 3, 3, 4]]","[876, 107, 157, 57, 67]",111,51,14,51,20,50375,1,0,539,1389,128,1,1,0,1,1,1,1,"[[14, 'Ornn', 1054, 2031, 1031, 2504, 6660, 3047, 3363, 16, 'TOP'], [13, 'Shaco', 1036, 1036, 6698, 1018, 3153, 3006, 3364, 18, 'JUNGLE'], [13, 'Katarina', 3100, 4645, 1082, 1056, 1052, 3020, 3364, 20, 'MIDDLE'], [14, 'Yone', 1055, 6673, 7041, 1057, 1031, 3006, 3363, 18, 'BOTTOM'], [12, 'Senna', 2055, 3009, 3877, 3094, 1038, 3179, 3364, 21, 'BOTTOM']]","[[4, 12, 3, 4], [10, 11, 4, 14], [3, 12, 3, 4], [3, 12, 3, 4], [4, 7, 3, 4]]","[4, 119, 84, 104, 41]",0,0
NA1_4915191124,"['mUJJlikUtfzNjqfTq2g0jPjUsqG_2NKDxq7N4hgn78DolYCCODfGSgg1bufucFgXLTY0IWDCTHRYCg', 'qnD5x78CqmtIG7mfLMIpoZzMPVoWjVv4Cab3NVbWGWglOpz7CF8QZNuD8FguEdvHFaVUkb6rRVmF9g', 'sX3e-8OgAHR_abO77JH_4dlkh5WZYGaVC9NXLRSmbk6qKZKBAsg5vvk40FA-sl-Jpyc6I21iz0dIFQ', 'F94d1PG4W9QJYypba1-JrZ3w7Jf2REKP0Sf_h98SgbeZeasXNy8Ofdz5zdr3rU4PfHyZqu_0fchZaQ', 'tfc2jZGoUO6d8LCvj9qPvz-x7i1bFYaP1xMviCxcGW8Ml_D205feFYYIS7_jD55JtIczLdU-XhVLBA', 'nsMM_sbtD9mtmJnuQP88f7HCd9dEEcRz50OByvAvknb8xYlPOIl0EMdcE5uWml0Z2nnLnEtVAGHbPg', '03JJtDXuHaBwDzkuzRqt-CdcfGDDhPBcBKC_c_h8xb9eWseH6Kvjho1gcUFu61I3XniPTGYTscZpjw', '2GkAhaUbYuxd9QO2_mzHJU4EVuxlcn574m32np8pUCaDqnX-IXgH00JqZuOO75NXGMZ1eyD2IhcGRA', 'cQl9gn00aoSOdxrc75u3SdzHk6yivui3jzl78RqP8v7E7cKTh7yYg4nl6Gd1JG9mcc5pSyA-dm7QjQ', 'jrw03-X6Mh4TmHXhkIbIXLBhvwdDcYr5vRNN7rzZwJN51mG-lIdrsaBgDl3xOQNN8_tTuXCAQMrttw']",1602,CLASSIC,14.3.558.106,276,29,28,68,21,48439,0,1,578,2200,123,0,0,0,0,0,1,0,"[[14, 'Yone', 1055, 6665, 3153, 3006, 1018, 1018, 3340, 18, 'MIDDLE'], [14, 'Graves', 6701, 6676, 2055, 3814, 2422, 1037, 3364, 26, 'JUNGLE'], [14, 'Hwei', 1056, 4628, 3020, 6655, 0, 0, 3363, 18, 'MIDDLE'], [12, 'Twitch', 3115, 3158, 3157, 1058, 1082, 0, 3363, 21, 'BOTTOM'], [12, 'Bard', 3211, 3110, 3877, 3742, 3158, 0, 3364, 19, 'BOTTOM']]","[[4, 4, 2, 12], [4, 4, 19, 11], [3, 4, 3, 12], [4, 4, 3, 1], [6, 14, 4, 4]]","[53, 122, 238, 497, 107]",181,47,24,66,18,57697,1,0,636,2742,139,1,1,1,1,1,0,1,"[[15, 'KSante', 3047, 6662, 2504, 1031, 1028, 3076, 3364, 18, 'TOP'], [15, 'Nocturne', 6692, 3077, 1042, 3111, 3073, 0, 3364, 17, 'JUNGLE'], [15, 'AurelionSol', 1058, 6653, 3116, 3020, 1082, 4633, 3363, 20, 'MIDDLE'], [14, 'Jhin', 3142, 6676, 1037, 3094, 1038, 3009, 3363, 25, 'BOTTOM'], [12, 'Ashe', 6672, 3877, 3046, 3006, 3153, 0, 3364, 24, 'BOTTOM']]","[[4, 4, 4, 12], [2, 4, 13, 11], [3, 12, 2, 4], [5, 7, 3, 4], [4, 4, 6, 21]]","[154, 84, 57, 77, 901]",0,0
NA1_4910293509,"['DrW_5xnTSV58hLB5SvDYim53yZOxhDb00nKIzpglc7f_aK7FdAkfNv72zXckRMQS4T57QvDgHiUB9g', 'pzPO7wrNXLOGqCMfVQasgC7ShKriiVnJejeh85EPZ-6MQMIG18tq4QL4hYfWOfdWVna4xXTTPJ-uTg', 'InUR_alBJkgpT3sDoIl4rVBwJcKQfGSmiTvxtj9B82KnXJ_c9Vt64PvsY9Z9WVBDSbJWlWDYEkEMYA', 'lBOr1ofShj_ABfhtvrYtW8wypqWk41078jf-ihCG6sYh15YFfvVmgUzcs92O0J1_U_M0PLnGExfvSw', '-dBUYcP28ZwVPCf1w7EpR81vjvG0QsmPMJ4D5NEIx5TuIW4M4ShtID9yyNSFH47EjerPNc2qa0EuuA', 'tulU659RsHR9Bib01RERgEJlBJmMyFD4XD4gcXkouZwhGVmXpUWfIOfvv8cn2gdfaAYFTrYz49F7Qw', '8sardzxlZYaqYyHmmwyaEaaV7DuZ1DeXA383vjXZJe4OJ8mGQu1qcFuXIoV_gZW6YVmsEetIAAa0Yg', 'yQPU_lSlT63bgXncH2NV7t1b-z3oP2Etcpb_j0StjBJoKI7nEIjb6qPzQxFEr9oYFAVL39VXd3vcIg', 'MdxAVTeD4vBh6GLrWfWUmnMBM6bZbkd7vzZuNf6ttJP1rNLgv2TRXhV4TWMW1pqxKrPRdXV-TfRhFA', 'zmA_iLnuuV28VgcXG288mFwstmlCHC0ECpj5JmVbi4ZHMnW5atl7UdBF1MVUGOoSARjfV2eiJpuu8Q']",1683,CLASSIC,14.2.556.3141,203,64,12,72,8,60476,1,0,684,2114,141,1,1,1,1,1,1,1,"[[16, 'KSante', 6665, 1057, 0, 3047, 2502, 6662, 3340, 18, 'TOP'], [16, 'Diana', 3100, 3152, 3145, 3111, 4645, 1052, 3364, 22, 'JUNGLE'], [15, 'Yasuo', 1054, 6665, 6672, 3006, 3086, 1036, 3340, 20, 'MIDDLE'], [17, 'Nilah', 3133, 6676, 6675, 3006, 6673, 3065, 3363, 20, 'BOTTOM'], [12, 'Seraphine', 3870, 3158, 6617, 6616, 3067, 0, 3364, 21, 'BOTTOM']]","[[3, 12, 2, 4], [18, 11, 4, 4], [4, 4, 3, 12], [4, 1, 2, 4], [5, 4, 5, 7]]","[268, 114, 901, 119, 30]",200,36,29,62,11,47166,0,1,654,1290,132,0,0,0,0,0,0,0,"[[15, 'Garen', 3053, 3181, 3078, 3006, 1042, 3123, 3363, 23, 'TOP'], [14, 'Amumu', 6653, 3068, 1082, 1028, 3158, 0, 3364, 17, 'JUNGLE'], [15, 'Taliyah', 4646, 4630, 3020, 1026, 3040, 1056, 3340, 22, 'MIDDLE'], [13, 'Yone', 1055, 3006, 6672, 2019, 6673, 1036, 3340, 21, 'BOTTOM'], [13, 'Zilean', 2065, 3871, 3107, 3158, 1033, 3067, 3364, 19, 'BOTTOM']]","[[4, 6, 2, 4], [14, 11, 3, 4], [3, 12, 4, 4], [3, 4, 4, 3], [7, 7, 7, 4]]","[154, 7, 82, 122, 119]",0,0
